시장형태,등록형태,시도,시군구,시장명,주소(지번),주소(도로명),"시장크기 (1=대형시장, 2=중대형시장, 3=중형시장, 4=소형시장)","시장면적(단위선택: 1=제곱미터, 2=평형)",시장면적(㎡),시장면적(평),"소유형태(1=법인시장, 2=개인시장, 3=공설시장, 4=공동시장)","외부형태(전통시장: 1=상가건물형, 2=노점형, 3=장옥형, 4=상가주택형)","개설주기(1=상설, 2=정기, 3=상설+정기)", 정기(장날1), 정기(장날2),상설+정기(장날1), 상설+정기(장날2),전체점포수,영업점포수(합),영업점포수(임차점포수),비영업 점포수(빈점포),비영업 점포수(기타점포), 노점수,2017년-점포소유상인,2017년-점포임차상인,2017년-종업원수,2017년-노점상인수,2017년-총시장상인," 상인회 운영여부(1=운영, 2=미운영)"," 상인회 조직형태(1=시군구청 등록 상인회, 2=상점가진흥조합, 3=사업조합 또는 협동조합, 4=사단법인, 5=임의단체)",상근직원 명수,상인회 회원 수,"보유현황 - 1고객지원센터(1=있음, 2=없음)","보유현황 - 2유아놀이방(어린이놀이터)(1=있음, 2=없음)","보유현황 - 4고객휴게실(1=있음, 2=없음)","보유현황 - 5수유센터(1=있음, 2=없음)","보유현황 - 6물품보관함(1=있음, 2=없음)","보유현황 - 7자전거보관함(1=있음, 2=없음)","보유현황 - 10쇼핑카트(1=있음, 2=없음)","문2) 보유현황 - 12고객동선통로(1=있음, 2=없음)","보유현황 - 16시장전용 고객주차장(1=있음, 2=없음)",보유갯수 - 16시장전용 고객주차장,"보유여부 - 2소화전(1=있음, 2=없음)",보유개수-2소화전,"보유여부 - 3공용소화기(1=있음, 2=없음)",보유개수 - 3공용소화기,"보유여부 - 5경보기(1=있음, 2=없음)",보유개수 - 5경보기,"화재/가스감지센서(1=있음, 2=없음)",보유개수 -화재/가스 감지센서,"보유여부 - 7자동 화재속보 설비(1=있음, 2=없음)",보유개수 - 7자동화재속보설비,"보유여부 - 1CCTV(1=있음, 2=없음)","보유여부 - 2공동수도시설(노점/장옥형)(1=있음, 2=없음)","보유여부 - 3공동화장실(1=있음, 2=없음)",보유개수 -3공동화장실,"보유여부 - 4아케이드(1=있음, 2=없음)","보유여부 - 5냉방시설(1=있음, 2=없음)","보유여부 - 6난방시설(1=있음, 2=없음)","보유여부 - 7가스시설(1=있음, 2=없음)","보유여부 - 8엘리베이터/에스컬레이터(건물형만)(1=있음, 2=없음)","보유여부 - 9장애인용 화장실(1=있음, 2=없음)","보유여부 - 10배수시설(1=있음, 2=없음)","보유여부 - 11실외 가로등(1=있음, 2=없음)","보유여부 - 12전기배선시설(1=있음, 2=없음)","보유여부 - 13건물실내조명 (LED조명 설치 여부)(1=LED조명, 2=형광등 및 백열등)","보유여부 - 13건물실내조명 (LED조명 설치 여부)(1=LED조명, 2=형광등 및 백열등)","보유여부 - 1이동/고정식,이벤트 광장(1=있음, 2=없음)","보유여부 - 2테마거리(1=있음, 2=없음)","보유여부 - 3TV광고판(1=있음, 2=없음)","보유여부 - 4LED광고판(1=있음, 2=없음)","보유여부 - 6아치/조형물(1=있음, 2=없음)","시장/상점가의 주력 상품 여부(1=있음, 2=없음)","시장/상점가의 주력 상품의 개수(1=1개, 2=2개, 3=3개, 4=4개 이상)",시장/상점가의 주력 상품의 상품명
전통시장,등록,전북,장수군,장계시장,전라북도 장수군 장계면 장계리 464-1,전라북도 장수군 장계면 시장천변길 36,4,1,"6,187",,3,1,2,3,8,,,43,39,39,4,0,30,0,39,24,30,93,1,1,,39,1,2,2,2,2,2,2,1,1,2,1,2,1,4,2,,2,,2,,1,,1,2,1,1,1,1,2,1,1,1,1,,2,1,2,2,2,1,2,,
전통시장,등록,전북,장수군,장수시장,전라북도 장수군 장수읍 장수리 460-2,전라북도 장수군 장수읍 시장로 11 ,4,1,"3,305",,3,1,2,5,10,,,22,22,22,0,0,35,0,22,36,35,93,1,1,,15,1,2,2,2,2,2,2,2,1,2,1,1,1,3,1,2,2,,2,,1,,1,2,1,1,1,1,2,1,1,1,1,,2,1,2,2,1,1,2,,
전통시장,인정,전북,전주시,모래내시장(전주),전라북도 전주시 덕진구 인후동2가 202-77,전라북도 전주시 덕진구 모래내4길 8-3,3,1,"11,735",,4,4,1,,,,,236,224,202,12,0,65,22,202,11,65,300,1,1,2,224,1,2,2,2,2,1,1,1,1,1,1,2,1,8,1,1,1,1,2,,1,,1,2,1,,,1,,1,1,1,2,1,2,2,2,2,1,1,1,3,야채 정육 즉석식품
전통시장,등록,전북,전주시,전주남부시장,전라북도 전주시 완산구 전동 296-1,전라북도 전주시 완산구 풍남문1길 19,3,1,"21,000",,4,1,1,,,,,351,351,211,0,0,167,140,211,105,167,623,1,1,5,351,1,2,1,2,2,2,1,1,1,2,1,16,1,50,1,1,1,1,1,1,1,,1,10,1,1,1,1,2,1,1,1,1,1,,1,2,1,2,1,1,3,콩나물국밥 야시장먹거리 순대국밥
전통시장,인정,전북,전주시,전주신중앙시장(신중앙시장),전라북도 전주시 완산구 태평동 36-1,전라북도 전주시 완산구 태평3길 70,3,1,"10,422",,4,4,1,,,,,235,235,215,0,0,33,20,215,139,33,407,1,1,2,215,1,2,2,2,2,1,1,1,1,1,1,6,1,60,1,160,1,1,1,1,1,,1,2,1,,,1,,1,1,1,1,1,,1,2,2,1,1,1,1,의류
전통시장,등록,전북,전주시,전주중앙상가,전라북도 전주시 완산구 태평동 36-1,전라북도 전주시 완산구 태평3길 70,3,1,"11,561",,1,1,1,,,,,370,351,281,19,0,0,70,281,55,0,406,1,1,3,351,1,2,1,2,2,1,1,1,1,3,1,4,1,20,1,1,1,1,1,1,1,,1,6,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,,
전통시장,등록,전북,전주시,서부시장,전라북도 전주시 완산구 효자동1가 201-63,전라북도 전주시 완산구 효동 2길 14-8,3,2,"8,250",2500,2,1,1,,,,,114,111,88,3,0,0,23,88,138,0,249,1,1,,111,1,2,2,2,2,2,2,1,1,1,1,4,1,15,1,1,1,1,2,,2,,1,1,2,2,2,2,2,2,2,1,2,,2,2,2,2,1,2,1,3,김부각 다시마 축산물
전통시장,등록,전북,정읍시,샘고을시장,전라북도 정읍시 시기동 280-4,전라북도 정읍시 태평6길 25,3,1,"17,678",,4,4,3,,,2,7,381,381,180,0,0,20,201,180,43,20,444,1,1,7,301,1,2,1,1,2,1,1,1,1,3,1,4,1,35,1,2,1,5,1,3,1,,1,40,1,,,1,,1,1,1,1,1,,1,1,2,2,1,2,,
전통시장,등록,전북,정읍시,신태인시장,전라북도 정읍시 신태인읍 신태인리 85-10,전라북도 정읍시 신태인읍 신태인1길14,4,1,"10,815",,3,1,3,,,3,8,47,47,0,0,0,22,47,0,27,22,96,1,1,1,30,1,2,1,2,1,1,1,1,1,2,1,3,1,15,1,2,1,2,2,,1,,1,2,1,1,1,1,1,1,1,1,1,1,,1,2,2,2,1,2,,
전통시장,등록,전북,정읍시,정읍연지시장(정읍제2시장),전라북도 정읍시 연지동 44,전라북도 정읍시 연지시장 3길,3,1,"18,677",,3,1,1,,,,,105,105,27,0,0,9,78,27,9,9,123,1,1,,84,1,2,2,2,2,2,2,1,1,1,1,2,1,6,1,4,1,100,2,,1,,1,3,1,1,1,1,2,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,전북,진안군,진안고원시장,전라북도 진안군 군상리 406-7,전라북도 진안군 진안읍시장1길16,4,1,"7,746",,3,1,3,,,4,9,58,58,58,0,0,20,0,58,20,20,98,1,1,2,58,1,2,1,2,2,2,1,1,1,2,1,10,1,160,1,1,1,15,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,4,인삼 더덕 흙돼지 표고버섯
전통시장,등록,제주,서귀포시,고성오일시장,제주특별자치도 서귀포시 성산읍 고성리 1180-34 ,제주특별자치도 서귀포시 성산읍 고성오조로 93,4,1,"7,113",,3,3,2,4,9,,,74,69,69,5,0,5,0,69,47,5,121,1,1,,69,1,1,1,1,2,2,2,1,1,1,1,1,1,25,1,1,1,1,2,,1,1,1,1,1,,,1,,1,1,1,1,1,,1,2,2,2,1,2,,
전통시장,등록,제주,서귀포시,대정오일시장,제주특별자치도 서귀포시 대정읍 하모리 1089-15,제주특별자치도 서귀포시 대정읍 신영로36번길 65,3,1,"17,714",,3,3,2,1,6,,,279,274,274,5,0,10,0,274,11,10,295,2,,,,1,2,2,2,2,2,2,1,1,1,1,4,1,10,1,27,2,,2,,1,1,1,1,2,,,1,,1,1,1,1,,2,1,2,2,2,1,2,,
전통시장,등록,제주,서귀포시,모슬포중앙시장,제주특별자치도 서귀포시 대정읍 하모리 824-2,제주특별자치도 서귀포시 대정읍 상모로 327,4,1,"3,300",,4,4,1,,,,,77,73,39,4,0,5,34,39,9,5,87,1,1,,73,2,2,2,2,2,2,2,1,1,1,1,3,1,3,1,3,1,20,1,1,1,,1,1,1,,,1,,1,1,1,1,,2,2,2,2,1,2,2,,
전통시장,인정,제주,서귀포시,서귀포매일올레시장,제주특별자치도 서귀포시 서귀동 277-1 ,제주특별자치도 서귀포시 중앙로 62번길 18 ,3,1,"11,468",,4,4,1,,,,,188,188,158,0,0,79,30,158,117,79,384,1,1,3,188,1,1,1,2,1,1,1,1,1,1,1,5,1,10,1,5,1,10,1,1,1,,1,2,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,3,오메기떡 흑돼지꼬치구이 쥬스류
전통시장,등록,제주,서귀포시,서귀포향토오일시장,제주특별자치도 서귀포시 동홍동 779-1,제주특별자치도 서귀포시 토평서로11번길 142,2,1,"42,900",,3,3,2,4,9,,,582,582,582,0,0,16,0,582,66,16,664,1,1,3,582,1,1,1,1,1,2,1,1,1,1,1,5,1,5,1,1,1,1,2,,1,1,1,4,1,,,1,,1,1,1,1,,2,1,1,1,1,1,1,2,생선 귤
전통시장,등록,제주,서귀포시,성산오일시장,제주특별자치도 서귀포시 성산읍 성산리 181-6,제주특별자치도 서귀포시 성산읍 성산중앙로 37번길 6,4,1,"1,665",,3,3,2,1,6,,,6,6,6,0,0,13,0,6,0,13,19,2,,,,2,2,2,2,2,2,2,1,2,,1,1,1,8,2,,2,,2,,2,1,1,1,2,,,2,,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,제주,서귀포시,중문오일시장,제주특별자치도 서귀포시 중문동 2123-1,제주특별자치도 서귀포시 서귀포시 중문동 2123-1,4,1,"6,885",,3,3,2,3,8,,,73,73,73,0,0,10,0,73,47,10,130,2,,,,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,,2,,2,,1,1,1,1,1,,,1,,1,1,1,1,,2,1,2,2,2,1,2,,
전통시장,등록,제주,서귀포시,표선오일시장,제주특별자치도 서귀포시 표선면 표선동서로 203-1,제주특별자치도 서귀포시 표선면 표선리 1001-1,4,1,"7,917",,3,3,2,2,7,,,62,50,50,12,0,20,0,50,8,20,78,2,,,,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,12,2,,2,,1,1,1,1,1,,,1,,1,1,1,1,,2,1,2,2,2,1,2,,
전통시장,등록,제주,제주시,도남시장,제주특별자치도 제주시 신성로7길 13,제주특별자치도 제주시 도남동 923의 13,4,1,"3,220",,4,1,1,,,,,80,66,57,14,0,0,9,57,2,0,68,1,1,1,66,1,2,1,2,2,2,2,1,1,1,1,8,1,42,1,1,1,1,1,1,1,,1,2,2,1,1,1,2,2,1,1,1,1,,2,2,2,2,1,2,,
전통시장,등록,제주,제주시,동문시장(주),제주특별자치도 제주시 일도1동 1148-2 ,제주특별자치도 제주시 동문로 16,4,1,"2,314",,1,1,1,,,,,97,73,73,14,10,0,0,73,11,0,84,1,1,6,66,2,1,2,2,2,2,2,1,2,,1,4,1,3,1,3,1,12,1,10,1,,1,1,1,1,1,1,2,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,제주,제주시,보성시장,제주특별자치도 제주시 이도1동 1289-52,제주특별자치도 제주시 동광로 1길 32,4,1,"1,682",,4,4,1,,,,,72,72,42,0,0,0,30,42,4,0,76,1,1,1,72,1,2,1,2,2,2,2,1,1,1,1,5,1,56,1,5,1,126,1,10,1,,1,1,2,,,1,,1,1,1,1,,2,2,2,2,2,1,1,1,순대
전통시장,등록,제주,제주시,세화오일시장,제주특별자치도 제주시 구좌읍 세화리 1500-5,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,3,1,"4,950",,3,3,2,5,10,,,152,152,152,0,0,49,0,152,78,49,279,1,1,1,142,1,2,1,1,2,2,2,1,1,2,1,30,1,2,1,1,1,1,2,,2,1,1,2,1,,,1,,1,1,1,1,,2,1,1,2,2,1,1,3,당근 감자 생선
전통시장,등록,제주,제주시,신산시장,제주특별자치도 제주시 일도2동 377-11,제주특별자치도 제주시 고마로17길 11,4,2,990,300,4,4,1,,,,,37,23,23,14,0,0,0,23,4,0,27,1,1,1,23,1,2,2,2,2,2,2,1,1,1,1,6,1,18,1,50,1,2,2,,1,,1,4,2,,,1,,2,1,1,1,1,,2,2,2,2,2,2,,
전통시장,인정,제주,제주시,제주동문수산시장,제주특별자치도 제주시 이도1동 1348-1,제주특별자치도 제주시 오현길 81,3,1,"4,713",,4,1,1,,,,,122,110,110,0,12,11,0,110,13,11,134,1,5,1,94,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,수산물
전통시장,등록,제주,제주시,제주시동문공설시장,제주특별자치도 제주시 일도1동 1103,제주특별자치도 제주시 동문로 4길9,3,1,"2,802",,3,1,1,,,,,165,165,165,0,0,11,0,165,158,11,334,1,1,1,165,1,2,1,2,1,2,2,1,1,2,1,30,1,30,1,3,1,3,1,4,1,,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,1,2,1,2,,
전통시장,인정,제주,제주시,제주시동문재래시장,제주특별자치도 제주시 이도1동 1436-7,제주특별자치도 제주시 관덕로14길 20,3,2,"17,490",5300,4,4,1,,,,,361,361,351,0,0,0,10,351,50,0,411,1,1,3,361,1,1,1,1,1,1,1,1,1,1,1,4,1,10,1,10,1,10,1,10,1,,1,2,1,,,1,,1,1,1,1,,2,1,1,2,1,1,1,2,농 수 축 먹거리 우동 오리고기
전통시장,등록,제주,제주시,제주시민속오일시장,제주특별자치도 제주시 도두1동 1212,제주특별자치도 제주시 오일장서길 26,1,2,"46,200",14000,3,3,3,,,2,7,"1,040","1,020","1,020",20,0,300,0,1020,250,300,1570,1,1,3,"1,020",1,1,1,1,1,1,1,1,1,5,1,6,1,200,1,6,1,6,1,1,1,1,1,5,1,,,1,,1,1,1,1,1,2,1,1,1,1,1,1,4,곡물 수산물 야채 과일
전통시장,등록,제주,제주시,제주시서문공설시장,제주특별자치도 제주시  용담1동 135-9,제주특별자치도 제주시 서문로4길 13-2,4,1,"2,502",,3,1,1,,,,,89,78,78,11,0,0,0,78,36,0,114,1,1,1,78,1,2,1,2,2,1,1,1,1,2,1,11,1,105,1,10,1,67,1,1,1,,1,3,1,1,1,1,2,1,1,1,1,,2,1,2,1,1,1,1,4,제주 한우고기 흑돼지고기 건옥돔 갈옷
전통시장,인정,제주,제주시,제주칠성로상점가(칠성로상점가),제주특별자치도 제주시 일도1동 1476-20,제주특별자치도 제주시 관덕로 13길 12,3,1,"4,752",,4,1,1,,,,,203,198,139,0,5,2,59,139,261,2,461,1,3,1,198,1,2,2,2,2,2,2,1,1,6,1,2,1,2,1,2,1,2,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,,2,1,1,2,2,1,2,,
전통시장,인정,제주,제주시,중앙로상점가,제주특별자치도 제주시 이도일동 1460,제주특별자치도 제주시 이도일동 중앙로 91,3,1,"3,000",,4,4,1,,,,,135,128,118,7,0,6,10,118,88,6,222,1,1,,112,1,2,1,2,2,1,2,2,1,1,1,1,1,10,1,1,1,1,1,1,1,,1,1,1,,,1,,1,1,1,1,1,2,2,1,2,2,1,2,,
전통시장,인정,제주,제주시,한림매일시장,제주특별자치시도 제주시 한림읍 한림리 1315-4,제주특별자치시도 제주시 한림읍 한림로 681,4,1,"2,970",,4,3,1,,,,,66,66,44,0,0,0,22,44,9,0,75,1,1,,66,2,2,1,2,2,2,2,1,2,,1,40,1,20,1,60,1,1,1,1,1,2,1,1,1,,,1,,1,1,1,1,,2,2,2,2,1,1,2,,
전통시장,등록,제주,제주시,한림민속오일시장(한림오일시장),제주특별자치도 제주시 한림읍 대림리 1698-4,제주특별자치도 제주시 한림읍 한수풀로4길 10,3,1,"16,122",,3,3,2,4,9,,,165,165,105,0,0,10,60,105,22,10,197,1,1,3,164,1,1,1,2,1,1,1,1,1,1,1,4,1,32,1,1,1,1,1,1,1,1,1,2,1,,,1,,1,1,1,1,1,,1,1,1,1,1,1,4,옥돔 갈치 고등어 한라봉
전통시장,등록,제주,제주시,함덕오일시장,제주특별자치도 제주시 조천읍 함덕리 972-7 ,제주특별자치도 제주시 조천읍 함덕16길 15-13 ,4,1,"4,912",,3,3,2,1,6,,,74,67,67,7,0,10,0,67,40,10,117,1,1,1,67,1,2,2,2,2,2,2,1,1,1,1,5,1,3,2,,2,,2,,1,1,1,1,2,,,1,,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,제주,제주시,화북종합시장,제주특별자치도 제주시 화북1동 1947,제주특별자치도 제주시 청풍길 14,4,1,"2,003",,1,1,1,,,,,31,24,4,7,0,0,20,4,9,0,33,1,5,1,24,2,2,2,2,2,2,2,1,1,1,1,2,1,5,1,2,1,1,1,1,2,,1,2,2,1,1,1,1,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,충남,공주시,공주산성시장,충청남도 공주시 산성동 190-1,충청남도 공주시 용당길 22,2,1,"58,800",,4,4,3,,,1,6,614,602,409,7,5,99,193,409,50,99,751,1,1,2,260,1,2,1,2,2,1,1,1,1,1,1,1,1,6,1,5,1,4,2,,1,,1,4,1,,,1,,1,1,1,1,1,,1,1,2,1,2,2,,
전통시장,인정,충남,공주시,산성시장활성화구역,충청남도 공주시 중동 63,충청남도 공주시 국고개길 11,3,1,"52,872",,4,1,1,,,,,521,460,318,61,0,47,142,318,145,47,652,1,1,1,334,2,2,2,2,2,2,2,1,1,1,1,5,1,5,1,4,1,2,2,,1,,1,1,2,1,1,1,2,2,1,1,1,,2,1,1,2,2,2,1,3,의류 신발 요식업
전통시장,인정,충남,공주시,유구시장,충청남도 공주시 유구읍 석남리 276-5,충청남도 공주시 유구읍 시장길 28,4,1,"7,679",,3,1,3,,,3,8,57,57,57,0,0,79,0,57,14,79,150,1,1,,57,1,2,2,2,2,2,2,1,1,1,1,5,1,5,1,1,1,56,1,2,2,,1,1,1,1,1,1,2,1,1,1,1,1,,1,2,2,2,2,2,,
전통시장,등록,충남,금산군,금산국제인삼시장(금산인삼국제시장),충청남도 금산군 금산읍 중도리 8-1,충청남도 금산군 금산읍 인삼약초로 45,3,1,"17,921",,1,1,3,,,2,7,204,204,0,0,0,1,204,0,135,1,340,1,1,1,204,1,2,2,2,2,2,2,1,1,1,1,1,1,10,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,4,홍삼 인삼 홍삼액 백삼
전통시장,등록,충남,금산군,금산수삼센타,충청남도 금산군 금산읍 중도리 24,충청남도 금산군 금산읍 인삼약초로 24,3,1,"7,868",,1,1,3,,,2,7,351,347,139,4,0,1,208,139,245,1,593,1,1,1,340,1,2,1,2,2,2,2,1,1,2,1,3,1,10,1,1,1,1,1,1,1,,1,2,1,1,1,1,2,1,1,1,1,1,,1,2,2,1,2,1,3,인삼 약초 홍삼
전통시장,등록,충남,금산군,금산시장,충청남도 금산군 금산읍 하옥리 335-12,충청남도 금산군 금산읍 금산천길 98 ,4,1,"9,530",,1,4,1,,,,,100,80,30,20,0,5,50,30,10,5,95,1,1,1,80,1,2,2,2,2,2,2,1,1,1,1,5,1,2,1,5,2,,2,,2,,1,1,1,,,1,,2,1,1,1,,2,2,1,2,2,1,2,,
전통시장,등록,충남,금산군,금산약초시장,충청남도 금산군 중도리 31,충청남도 금산군 비단로 144 ,4,1,"1,075",,1,1,3,,,2,7,31,31,1,0,0,1,30,1,26,1,58,1,1,1,26,1,2,2,2,2,1,1,1,1,1,1,7,1,12,1,3,1,3,1,1,1,,1,1,1,1,1,2,1,2,1,1,1,1,,2,1,2,2,1,2,,
전통시장,인정,충남,금산군,금산인삼쇼핑센타,충청남도 금산군 금산읍 중도리 9-1 ,충청남도 금산군 금산읍 인삼광장로 47 ,4,1,"6,314",,4,1,3,,,2,7,53,53,0,0,0,1,53,0,1,1,55,1,1,1,53,1,2,1,2,2,1,2,1,1,3,1,6,1,2,1,20,1,20,1,20,1,,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,홍삼 약초
전통시장,인정,충남,금산군,금산인삼전통시장,충청남도 금산군 금산읍 중도리 531-1,충청남도 금산군 금산읍 건삼전1길 20-8,4,1,"9,561",,4,4,1,,,,,69,35,21,34,0,0,14,21,47,0,82,1,1,,35,1,2,2,2,2,2,2,1,1,1,1,3,1,1,1,2,1,2,2,,1,,1,2,2,,,1,,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,충남,금산군,마전시장,충청남도 금산군 추부면 마전리 547-1 ,충청남도 금산군 추부면 마전1길 38 ,4,1,"1,035",,3,2,2,4,9,,,1,1,0,0,0,27,1,0,20,27,48,2,,,,2,2,2,2,2,2,2,2,2,,1,2,1,1,1,1,1,1,2,,2,1,1,1,1,,,2,,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,충남,금산군,중부프라자,충청남도 금산군 금산읍 상리 89-4,충청남도 금산군 금산읍 비범로 19 ,4,1,"1,718",,2,1,1,,,,,25,17,17,8,0,0,0,17,5,0,22,1,1,1,15,1,2,2,2,2,1,2,1,1,1,1,7,1,10,1,3,1,3,1,1,2,,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,,
전통시장,인정,충남,논산시,강경대흥시장,충청남도 논산시 강경읍 대흥리 17-8 ,충청남도 논산시 강경읍 대흥로 23- 1,3,1,"11,376",,4,1,3,,,4,9,106,106,75,0,0,1,31,75,8,1,115,1,1,1,101,1,2,2,2,2,1,1,1,1,2,1,3,1,5,1,5,1,5,2,,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,,
전통시장,인정,충남,논산시,강경젓갈시장,충청남도 논산시 강경읍 황산리 198 ,충청남도 논산시 강경읍 금백로 45,3,1,"21,327",,4,1,1,,,,,137,137,117,0,0,0,20,117,47,0,184,1,1,1,94,1,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,2,,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,젓갈류 액젓류
전통시장,인정,충남,논산시,연무안심시장,충청남도 논산시 연무읍 안심리 14-2 ,충청남도 논산시 연무읍 연무로 178번길 9 ,4,1,"9,542",,4,3,3,,,5,10,85,65,39,20,0,40,26,39,27,40,132,1,1,,65,1,2,2,2,2,2,2,1,1,2,1,5,1,30,1,3,1,3,2,,1,1,1,3,1,,,1,,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,충남,논산시,연산전통시장,충청남도 논산시 연산면 연산리 394-1 ,충청남도 논산시 연산면 연산4길 10-8,4,1,"9,542",,3,3,3,,,5,10,50,50,12,0,0,6,38,12,6,6,62,1,1,,42,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,,1,1,1,1,1,,,1,,1,1,1,1,1,2,1,1,2,1,1,1,1,대추
전통시장,인정,충남,논산시,화지중앙시장,충청남도 논산시 대교동 70-6 ,충청남도 논산시 대화로 78,3,1,"36,684",,1,1,3,,,3,8,341,311,221,30,0,30,90,221,163,30,504,1,1,1,311,1,1,2,2,2,1,1,1,1,3,1,5,1,10,1,2,1,2,1,2,1,,1,4,1,1,1,1,2,1,1,1,1,,2,2,2,1,1,1,1,3,정육 수산 야채
전통시장,등록,충남,당진시,당진시장,충청남도 당진시 읍내동 145-12,충청남도 당진시 시장 중앙길 11-2 ,3,1,"16,445",,3,4,3,,,5,10,242,221,221,11,10,30,0,221,37,30,288,1,1,1,221,1,1,1,1,1,1,1,1,1,2,1,6,1,79,1,5,1,5,1,2,1,,1,2,1,,,1,,1,1,1,1,,2,1,2,1,1,1,1,3,김 실치(뱅어포)
전통시장,등록,충남,당진시,합덕전통시장,충청남도 당진시 합덕읍 운산리 255-12 ,충청남도 당진시 합덕읍 버그내2길 128-25,4,1,"5,187",,3,1,3,,,1,6,34,34,34,0,0,49,0,34,6,49,89,1,1,2,30,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,,1,1,1,1,1,1,2,1,1,1,1,,2,2,2,2,1,1,2,,
전통시장,인정,충남,보령시,동부시장,충청남도 보령시 대천동 618-64,충청남도 보령시 구상가길 14-5,4,2,"3,218",975,4,1,1,,,,,76,72,7,3,1,19,65,7,96,19,187,1,1,,62,1,2,1,2,2,2,2,1,1,1,1,4,1,60,1,60,1,60,2,,1,,1,1,1,1,1,1,2,1,1,1,1,1,,1,2,1,1,1,2,,
전통시장,인정,충남,보령시,보령중앙시장,충청남도 보령시 대천동 331-53,충청남도 보령시 대천동 중앙시장2길,3,1,"9,754",,4,4,3,,,3,8,124,120,15,4,0,25,105,15,31,25,176,1,1,2,95,1,2,1,2,2,2,1,1,1,3,1,3,1,5,1,120,1,120,2,,1,,1,2,1,,,1,,1,1,1,1,1,,1,2,1,1,1,2,,
전통시장,인정,충남,보령시,보령한내시장,충청남도 보령시 대천동 197-62 ,충청남도 보령시 정화로길17,3,1,"8,906",,3,1,3,,,3,8,205,191,42,14,0,10,149,42,9,10,210,1,1,1,179,1,2,1,2,2,2,1,1,1,1,1,7,1,10,1,8,1,8,2,,1,,1,2,1,1,1,1,2,1,1,1,1,,2,2,1,2,1,1,1,4,반건조생선 꽃게 생물생선 야채
전통시장,인정,충남,보령시,웅천시장,충청남도 보령시 웅천읍 대창리 434-3 ,충청남도 보령시 웅천읍 장터중앙길 118,3,1,"32,000",,4,3,3,,,2,7,100,100,60,0,0,99,40,60,15,99,214,1,1,,90,1,2,2,1,1,2,2,1,1,2,1,8,1,15,1,4,1,10,2,,1,1,1,2,1,,,1,,1,1,1,1,,2,1,2,2,2,2,2,,
전통시장,인정,충남,보령시,현대시장(현대상가시장),충청남도 보령시 대천동 618-69 ,충청남도 보령시 대흥로 16,4,1,"2,232",,4,1,3,,,3,8,53,53,8,0,0,35,45,8,18,35,106,1,1,,53,2,2,2,2,2,2,2,1,2,,1,3,1,3,1,1,1,1,2,,1,,1,3,1,1,1,1,2,1,1,1,1,,2,2,2,2,1,1,2,,
전통시장,인정,충남,부여군,부여5일시장,충청남도 부여군 부여읍 구아리 432 ,충청남도 부여군 부여읍 성왕로 173번길 12,4,1,"9,693",,3,4,3,,,5,10,71,71,21,0,0,198,50,21,65,198,334,1,1,1,71,1,1,1,2,2,2,2,1,1,1,1,4,1,5,1,5,1,71,1,3,1,,1,1,2,,,1,,1,1,1,1,1,2,1,2,2,1,1,2,,
전통시장,인정,충남,부여군,부여중앙시장,충청남도 부여군 부여읍 구아리 164-1 ,충청남도 부여군 부여읍 중앙로 13번길 14-1,3,1,"9,199",,4,4,1,,,,,105,102,30,3,0,0,72,30,10,0,112,1,1,1,70,1,2,2,2,2,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,,1,1,1,,,1,,1,1,1,1,,2,2,2,2,2,2,2,,
