시장형태,등록형태,시도,시군구,시장명,주소(지번),주소(도로명),"시장크기 (1=대형시장, 2=중대형시장, 3=중형시장, 4=소형시장)","시장면적(단위선택: 1=제곱미터, 2=평형)",시장면적(㎡),시장면적(평),"소유형태(1=법인시장, 2=개인시장, 3=공설시장, 4=공동시장)","외부형태(전통시장: 1=상가건물형, 2=노점형, 3=장옥형, 4=상가주택형)","개설주기(1=상설, 2=정기, 3=상설+정기)", 정기(장날1), 정기(장날2),상설+정기(장날1), 상설+정기(장날2),전체점포수,영업점포수(합),영업점포수(임차점포수),비영업 점포수(빈점포),비영업 점포수(기타점포), 노점수,2017년-점포소유상인,2017년-점포임차상인,2017년-종업원수,2017년-노점상인수,2017년-총시장상인," 상인회 운영여부(1=운영, 2=미운영)"," 상인회 조직형태(1=시군구청 등록 상인회, 2=상점가진흥조합, 3=사업조합 또는 협동조합, 4=사단법인, 5=임의단체)",상근직원 명수,상인회 회원 수,"보유현황 - 1고객지원센터(1=있음, 2=없음)","보유현황 - 2유아놀이방(어린이놀이터)(1=있음, 2=없음)","보유현황 - 4고객휴게실(1=있음, 2=없음)","보유현황 - 5수유센터(1=있음, 2=없음)","보유현황 - 6물품보관함(1=있음, 2=없음)","보유현황 - 7자전거보관함(1=있음, 2=없음)","보유현황 - 10쇼핑카트(1=있음, 2=없음)","문2) 보유현황 - 12고객동선통로(1=있음, 2=없음)","보유현황 - 16시장전용 고객주차장(1=있음, 2=없음)",보유갯수 - 16시장전용 고객주차장,"보유여부 - 2소화전(1=있음, 2=없음)",보유개수-2소화전,"보유여부 - 3공용소화기(1=있음, 2=없음)",보유개수 - 3공용소화기,"보유여부 - 5경보기(1=있음, 2=없음)",보유개수 - 5경보기,"화재/가스감지센서(1=있음, 2=없음)",보유개수 -화재/가스 감지센서,"보유여부 - 7자동 화재속보 설비(1=있음, 2=없음)",보유개수 - 7자동화재속보설비,"보유여부 - 1CCTV(1=있음, 2=없음)","보유여부 - 2공동수도시설(노점/장옥형)(1=있음, 2=없음)","보유여부 - 3공동화장실(1=있음, 2=없음)",보유개수 -3공동화장실,"보유여부 - 4아케이드(1=있음, 2=없음)","보유여부 - 5냉방시설(1=있음, 2=없음)","보유여부 - 6난방시설(1=있음, 2=없음)","보유여부 - 7가스시설(1=있음, 2=없음)","보유여부 - 8엘리베이터/에스컬레이터(건물형만)(1=있음, 2=없음)","보유여부 - 9장애인용 화장실(1=있음, 2=없음)","보유여부 - 10배수시설(1=있음, 2=없음)","보유여부 - 11실외 가로등(1=있음, 2=없음)","보유여부 - 12전기배선시설(1=있음, 2=없음)","보유여부 - 13건물실내조명 (LED조명 설치 여부)(1=LED조명, 2=형광등 및 백열등)","보유여부 - 13건물실내조명 (LED조명 설치 여부)(1=LED조명, 2=형광등 및 백열등)","보유여부 - 1이동/고정식,이벤트 광장(1=있음, 2=없음)","보유여부 - 2테마거리(1=있음, 2=없음)","보유여부 - 3TV광고판(1=있음, 2=없음)","보유여부 - 4LED광고판(1=있음, 2=없음)","보유여부 - 6아치/조형물(1=있음, 2=없음)","시장/상점가의 주력 상품 여부(1=있음, 2=없음)","시장/상점가의 주력 상품의 개수(1=1개, 2=2개, 3=3개, 4=4개 이상)",시장/상점가의 주력 상품의 상품명
전통시장,인정,경남,거제시,옥포국제시장,경상남도 거제시 옥포동 529-1,경상남도 거제시 옥포대첩로3길 8,4,1,"6,407",,4,1,1,,,,,64,61,49,3,0,5,12,49,4,5,70,1,1,,61,2,2,2,2,2,2,2,1,1,1,1,2,1,12,1,10,1,30,1,1,1,,1,2,1,1,1,1,2,2,1,1,1,1,,2,2,2,1,1,2,,
전통시장,등록,경남,거제시,옥포중앙시장,경상남도 거제시 옥포동 529-8,경상남도 거제시 옥포로 215,4,2,"2,310",700,4,1,1,,,,,66,66,40,0,0,0,26,40,13,0,79,1,1,,66,2,2,2,2,2,2,2,2,2,,1,13,1,2,1,13,1,13,2,,2,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,,
전통시장,등록,경남,거제시,옥현상가,경상남도 거제시 옥포동1293-1,경상남도 거제시 옥포로 250 ,4,1,"2,750",,4,1,1,,,,,61,53,48,8,0,0,5,48,10,0,63,1,1,5,53,1,2,2,2,2,2,2,2,1,1,1,3,1,3,1,1,1,1,1,1,1,,1,16,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,
전통시장,등록,경남,거제시,장평종합시장,경상남도 장평동 56-1,경상남도 거제시장평로37,4,1,"2,930",,4,1,1,,,,,111,91,18,20,0,3,73,18,16,3,110,1,1,2,91,1,2,2,2,2,1,2,2,1,1,1,16,1,28,1,15,1,7,1,1,1,,1,7,2,1,1,1,1,2,1,1,1,1,,2,2,2,2,1,2,,
전통시장,등록,경남,거제시,한라프라자,경상남도 거제시 고현동 961-153,경상남도 거제시 거제중앙로 1906(고현동),4,1,"1,011",,4,1,1,,,,,54,50,35,4,0,0,15,35,4,0,54,1,1,2,50,1,2,2,2,2,2,2,2,1,1,1,8,1,41,1,31,1,40,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,1,,1,2,2,2,2,2,,
전통시장,등록,경남,거제시,회원프라자,경상남도 거제시 고현동961-59,경상남도 거제시 고현로11길 18,3,1,"1,400",,1,1,1,,,,,158,158,38,0,0,0,120,38,25,0,183,1,1,2,127,2,2,2,2,2,2,2,2,1,1,1,10,1,10,1,5,1,5,1,5,1,,1,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,경남,거창군,거창시장,경상남도 거창군 중앙리 154-12,경상남도 거창군 거창읍 중앙로 140,3,1,"9,376",,3,1,3,,,1,6,379,365,118,14,0,23,247,118,45,23,433,1,1,3,256,1,2,1,2,1,1,1,2,1,1,1,50,1,10,1,3,1,3,2,,1,,1,3,1,1,1,1,2,1,1,1,1,,2,1,1,1,1,1,2,,
전통시장,인정,경남,고성군,고성공룡시장,경상남도 고성군 고성읍 성내리 212-3,경상남도 고성군 고성읍 성내로112번길 75-8,4,1,"5,557",,4,4,1,,,,,104,90,50,14,0,7,40,50,34,7,131,1,1,,70,1,2,1,2,2,2,2,1,1,1,1,4,1,35,1,2,1,1,2,,1,,1,1,1,,,1,,1,1,1,1,1,,1,2,1,2,1,2,,
전통시장,등록,경남,고성군,고성시장,경상남도 고성군 고성읍 서외리 1-6,경상남도 고성군 고성읍 중앙로25번길57,3,1,"25,300",,1,1,3,,,1,6,314,311,201,3,0,99,110,201,36,99,446,1,1,3,309,1,2,2,2,2,2,2,1,1,1,1,5,1,5,1,2,1,3,1,1,1,,1,20,1,1,1,1,2,1,1,1,1,,2,2,2,2,1,2,2,,
전통시장,등록,경남,고성군,배둔시장,경상남도 고성군 회화면 배둔리 826-2,경상남도  고성군 희화면 배둔로31번길 5,4,1,"2,794",,3,3,2,4,9,,,63,43,43,0,20,10,0,43,8,10,61,1,1,2,43,2,2,2,2,2,2,2,2,1,2,1,2,1,15,1,2,1,10,2,,2,1,1,1,1,,,2,,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,경남,고성군,영오시장,경상남도 고성군 영오면 영산리 232-1,경상남도 고성군 영오면 영산리 영회로 527-9,4,2,990,300,3,1,2,2,7,,,21,21,0,0,0,4,21,0,8,4,33,2,,,,2,2,2,2,2,2,2,2,2,,2,,1,2,2,,2,,2,,2,,1,1,2,2,2,2,2,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,경남,김해시,김해전통시장(김해동상시장),경상남도 김해시 동상동 877-2,경상남도 김해시 호계로 517번길 5-13,3,1,"11,326",,4,1,1,,,,,174,165,91,7,2,3,74,91,16,3,184,1,1,1,151,1,2,2,2,2,2,1,1,1,1,1,3,1,3,1,1,1,160,1,1,1,,1,3,1,1,1,1,2,1,1,1,1,1,,2,2,2,1,2,2,,
전통시장,인정,경남,김해시,삼방시장,경상남도 김해시 삼안로 삼방동 665-8,경상남도 김해시 삼안로 255번길 안길 6-12,4,1,"5,571",,4,4,1,,,,,78,77,70,1,0,0,7,70,216,0,293,1,4,1,77,1,2,1,2,2,2,2,1,1,1,1,2,1,100,1,8,1,12,1,1,1,,1,2,1,,,1,,1,1,1,1,,2,1,2,2,1,1,2,,
전통시장,인정,경남,김해시,외동전통시장,경상남도 김해시 외동 1254-2,경상남도 김해시 내외중앙로 33,3,1,"15,152",,4,1,1,,,,,147,147,131,0,0,0,16,131,105,0,252,1,1,1,147,2,2,2,2,2,2,2,1,1,5,1,3,1,36,1,6,1,146,2,,1,,2,,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,,
전통시장,인정,경남,김해시,장유전통시장(장유중앙시장),경상남도 김해시 무계동 189-3,경상남도  김해시 장유로 287-22,3,1,"2,326",,3,1,3,,,3,8,149,109,81,0,40,40,28,81,15,40,164,1,1,1,70,1,2,1,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,,
전통시장,등록,경남,김해시,진례전통시장,경상남도 김해시 진례면 송정리 239-3,경상남도 김해시 진례면 송현로 6-1,4,1,"1,300",,3,2,2,5,10,,,25,25,20,0,0,28,5,20,17,28,70,2,,,,2,2,2,2,2,2,2,2,1,1,1,20,1,20,1,1,1,1,2,,2,1,1,1,1,,,2,,1,1,1,1,,2,2,2,1,2,2,2,,
전통시장,등록,경남,김해시,진영전통시장,경상남도 김해시 진영읍 진영리 235-16,경상남도 김해시 진영읍 진영로160번길 13-8,4,1,"4,950",,3,1,3,,,4,9,79,72,37,4,3,30,35,37,12,30,114,1,1,,42,1,2,1,2,2,2,2,1,1,2,1,2,1,15,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,2,1,2,2,2,2,2,,
전통시장,등록,경남,남해군,고현공설시장,경상남도 남해군 고현면 대사리 768,경상남도 남해군 고현면 탑동로 68-2,4,1,"2,455",,3,4,2,3,8,,,13,3,3,10,0,5,0,3,7,5,15,2,,,,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,,2,,2,,1,1,1,,,1,,2,2,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,경남,남해군,남면공설시장,경상남도 남해군 남면 당항리 1381-5,경상남도 남해군 남면 남서대로 785-5 ,4,1,"1,700",,3,1,2,4,9,,,19,19,19,0,0,25,0,19,9,25,53,1,5,,8,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,,2,,2,,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,,
전통시장,등록,경남,남해군,남해전통시장,경상남도 남해군 남해읍 북변리 246-1,경상남도 남해군 남해읍 화전로110,3,1,"5,200",,1,1,3,,,2,7,118,110,58,8,0,49,52,58,18,49,177,1,1,4,110,1,2,1,2,2,2,1,2,1,1,1,8,1,12,1,5,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,경남,남해군,이동시장(이동공설시장),경상남도  남해군 이동면 무림리,경상남도 남해군 이동면 무림로 63번길 9,4,1,"3,000",,3,3,3,,,5,10,2,2,2,0,0,30,0,2,34,30,66,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,15,1,1,1,1,1,1,2,1,1,1,1,,,1,,1,1,1,1,1,2,2,2,2,2,1,2,,
전통시장,인정,경남,밀양시,내일전통시장,경상남도 밀양시 내일동 174-9,경상남도 밀양시 상설시장3길 18-6,3,1,"13,230",,4,4,3,,,2,7,162,162,81,0,0,49,81,81,180,49,391,1,1,1,162,1,1,1,1,1,1,2,2,1,2,1,10,1,20,1,10,1,1,2,,1,,1,3,1,,,1,,1,1,1,1,1,2,2,2,2,1,1,2,,
전통시장,등록,경남,밀양시,무안시장(무안임시시장),경상남도 밀양시 무안면 무안리 814-2,경상남도 밀양시 무안면 사명로510-1,4,1,"2,400",,3,3,2,1,6,,,52,52,52,0,0,42,0,52,35,42,129,1,1,,52,2,2,2,2,2,2,1,2,1,2,1,4,1,12,1,4,1,2,1,1,2,1,1,6,1,,,2,,1,1,1,1,1,2,1,2,2,2,1,2,,
전통시장,등록,경남,밀양시,밀양아리랑시장,경상남도 밀양시 내일동 583-1,경상남도 밀양시 상설시장1길 11,3,1,"3,300",,1,1,1,,,,,110,100,11,10,0,0,89,11,115,0,215,1,1,3,100,1,2,1,1,2,1,2,2,1,1,1,70,1,1,1,10,1,5,2,,1,,1,4,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,,
전통시장,등록,경남,밀양시,송백시장,경상남도 밀양시 산내면 송백리 1319-13,경상남도 밀양시 산내면 산내로 346-1,4,1,"3,150",,3,3,2,5,10,,,5,5,0,0,0,15,5,0,15,15,35,2,,,,2,2,2,2,2,2,2,2,2,,1,1,1,5,2,,2,,2,,2,1,1,1,1,,,2,,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,경남,밀양시,송지시장,경상남도  밀양시 삼랑진읍 송지리359의15,경상남도  밀양시 삼랑진읍 외송3길 8-1,4,1,"1,330",,3,3,2,4,9,,,30,30,10,0,0,30,20,10,2,30,62,2,,,,1,2,2,2,2,2,2,2,1,1,2,,1,5,1,3,2,,2,,1,1,1,13,1,,,2,,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,경남,밀양시,수산시장,경상남도 밀양시 하남읍 수산리815-18,경상남도 밀양시 하남읍 시서상가길 5,4,1,"6,099",,4,4,3,,,3,8,65,58,14,7,0,10,44,14,20,10,88,1,1,,28,2,2,2,2,2,2,2,2,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,,2,,2,2,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,경남,사천시,곤양종합시장,경상남도 사천시 곤양면 남문외리 48-4,경상남도 사천시 곤양면 남산로 65,4,1,"3,630",,3,1,2,5,10,,,43,43,30,0,0,99,13,30,5,99,147,1,1,7,43,1,2,2,2,2,1,2,2,1,1,1,37,1,3,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,,
전통시장,등록,경남,사천시,사천읍시장,경상남도 사천시 정의리 393-8,경상남도 사천시 사천읍시장1길 16,3,1,"2,840",,1,1,1,,,,,182,175,92,7,0,19,83,92,11,19,205,1,1,1,175,1,2,2,2,2,2,2,2,1,2,1,8,1,41,1,174,1,10,1,1,1,,1,2,1,1,1,1,2,1,1,1,1,,2,1,2,2,1,1,2,,
전통시장,인정,경남,사천시,삼천포용궁수산시장,경상남도 사천시 동동 485-2,경상남도 사천시 어시장길64,3,1,"7,288",,3,1,1,,,,,296,288,288,8,0,29,0,288,10,29,327,1,1,2,288,1,2,1,1,1,1,2,2,1,2,1,20,1,30,1,30,1,20,1,10,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,
전통시장,등록,경남,사천시,삼천포종합시장,경상남도 사천시 동금동88-4,경상남도 사천시 새시장길 19,3,1,"13,201",,4,4,2,4,9,,,155,151,88,4,0,296,63,88,27,296,474,1,1,1,151,1,2,1,2,2,2,2,2,1,1,2,,1,15,1,11,1,209,1,1,2,,1,5,2,,,1,,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,경남,사천시,삼천포중앙시장,경상남도 사천시 선구동17-4,경상남도 사천시 중앙시장2길 37 ,3,1,"22,768",,4,1,1,,,,,375,361,247,14,0,0,114,247,9,0,370,1,1,3,314,1,2,2,2,1,1,2,2,1,1,1,10,1,18,1,1,1,1,1,1,1,,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,,
전통시장,등록,경남,사천시,서포시장,경상남도 사천시 서포면 구평리 644-3,경상남도 사천시 자구로 473,4,1,"2,292",,4,1,3,,,4,9,27,24,0,3,0,30,24,0,28,30,82,1,1,,24,1,2,2,2,2,2,2,2,1,1,1,25,1,4,1,1,1,1,1,1,1,,1,1,2,1,1,1,2,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,경남,사천시,완사시장,경상남도 사천시 정곡리 842,경상남도 사천시 완사2길12,4,1,"3,893",,3,1,3,,,1,6,46,46,46,0,0,109,0,46,30,109,185,1,1,1,46,1,2,2,2,2,2,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,,1,3,2,2,2,1,2,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,경남,산청군,단계시장,경상남도 산청군 신동면 단계리 784,경상남도 신등면 신차로 500-3,4,1,"4,778",,3,3,2,4,9,,,22,22,0,0,0,4,22,0,20,4,46,1,5,3,8,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,,2,,2,,2,1,1,1,1,,,2,,2,1,1,1,,2,2,2,2,2,2,2,,
전통시장,인정,경남,산청군,단성시장,경상남도 산천군 단성면 성내리 178,경상남도 산청군 단성면 목화로 968번길 17,4,1,"2,716",,3,3,2,5,10,,,58,51,5,7,0,16,46,5,47,16,114,1,1,,39,1,2,2,2,2,2,2,2,1,1,1,2,1,10,2,,2,,2,,2,1,1,1,1,,,1,,2,1,1,1,,2,1,2,2,2,1,2,,
전통시장,인정,경남,산청군,덕산시장,경상남도 산청군 시천면 사리 931-3,경상남도 산청군 시천면 남명로 188-5 덕산시장,4,1,"1,588",,3,3,2,4,9,,,36,36,0,0,0,13,36,0,23,13,72,1,5,2,36,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,,2,,2,,1,1,1,1,1,,,2,,2,1,1,1,,2,1,2,2,2,1,2,,
전통시장,등록,경남,산청군,산청시장,경상남도 산청군 산청읍 산청리 252-2,경상남도 산청군 산청읍 중앙로 16-1,4,1,"5,634",,1,4,3,,,1,6,85,85,34,0,0,30,51,34,22,30,137,1,5,1,51,1,2,2,2,2,2,2,2,1,1,1,5,1,50,1,1,1,2,2,,1,,1,2,1,,,1,,1,1,1,1,,2,2,2,2,1,1,2,,
전통시장,인정,경남,산청군,생초시장,경상남도 산청군 생초면 어서리 259-14,경상남도 산청군 생초로 25-17,4,1,"3,811",,3,3,2,3,8,,,23,23,23,0,0,3,0,23,34,3,60,1,1,,23,1,2,2,2,2,1,2,2,1,1,1,6,1,5,1,5,1,5,2,,1,1,1,6,1,,,2,,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,경남,양산시,덕계종합상설시장,경상남도 양산시 덕계동 754-1,경상남도 양산시 덕계2길 7,3,1,"4,890",,1,1,1,,,,,233,221,143,12,0,0,78,143,35,0,256,1,1,5,221,1,2,1,2,2,1,2,1,1,3,1,17,1,39,1,12,1,160,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,,
전통시장,등록,경남,양산시,서창시장,경상남도 양산시 삼호동 524,경상남도 양산시 서창서2길 5,4,1,"3,039",,3,3,2,4,9,,,36,36,0,0,0,198,36,0,52,198,286,1,1,,36,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,,2,,2,,1,1,1,2,1,,,2,,2,1,1,1,1,2,2,2,2,1,1,2,,
전통시장,등록,경남,양산시,신평시장,경상남도 양산시 하북면 순지리 575,경상남도 양산시 하북면 신평강변3길 11,4,1,"2,268",,3,1,2,3,8,,,48,48,28,0,0,69,20,28,18,69,135,1,1,,48,2,2,2,2,2,2,2,2,2,,1,1,1,8,2,,1,3,2,,2,,1,1,1,1,1,1,2,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,인정,경남,양산시,양산남부시장,경상남도 양산시 중부동 423-5,경상남도 양산시 중앙로 133번지,3,1,"3,021",,1,1,3,,,1,6,188,155,120,33,0,1,35,120,41,1,197,1,1,9,154,1,1,1,1,2,2,2,1,1,2,1,8,1,30,1,1,1,55,1,1,1,,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,,
전통시장,인정,경남,양산시,양산남부시장상가,경상남도 양산시 중부동 407-3,경상남도 양산시 장터3길 7,3,1,"14,526",,4,1,3,,,1,6,119,115,105,4,0,10,10,105,60,10,185,1,1,1,115,1,1,1,1,1,1,2,1,1,1,1,10,1,10,1,8,1,80,2,,1,,1,4,1,1,1,1,1,1,1,1,1,,2,1,2,2,1,1,2,,
전통시장,인정,경남,양산시,양산북부시장,경상남도 양산시 북부동 148-19,경상남도 양산시 중앙로 232,3,1,"6,612",,1,1,1,,,,,130,108,85,22,0,0,23,85,46,0,154,1,4,5,103,1,2,2,2,2,2,2,2,1,2,1,15,1,36,1,15,1,120,1,1,1,,1,4,2,1,1,1,2,2,1,1,1,,2,2,2,2,1,2,2,,
전통시장,인정,경남,의령군,신반시장,경상남도 의령군 부림면 신반리519-3,경상남도 의령군 부림면 신번로7길 6-1,4,1,"7,685",,3,4,3,,,4,9,50,50,50,0,0,10,0,50,21,10,81,1,1,,50,1,2,2,2,2,2,1,2,1,1,1,15,1,10,2,,2,,2,,2,,1,13,1,,,1,,1,1,1,1,1,2,2,2,2,2,2,2,,
전통시장,인정,경남,의령군,의령시장,경상남도 의령군 의령읍 중동리 386-7,경상남도 의령군 의령읍 의병로20길 19-2,4,1,"6,610",,4,4,3,,,3,8,97,83,43,14,0,30,40,43,60,30,173,1,1,1,83,1,1,1,1,1,2,1,1,1,2,1,4,1,10,1,1,1,1,2,,1,,1,1,1,,,1,,1,1,1,1,1,2,1,1,1,1,1,2,,
전통시장,등록,경남,진주시,금곡시장,경상남도 진주시 금곡면 두문리 632,경상남도 진주시 금곡면 두문리 월아산로115번길 26,4,1,"1,300",,3,1,2,1,6,,,22,14,10,8,0,8,4,10,0,8,22,1,1,,14,2,2,2,2,2,2,2,2,2,,2,,2,,2,,2,,2,,2,,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,,
전통시장,등록,경남,진주시,대곡시장,경상남도 진주시 대곡면 광석리 321-3,경상남도 진주시 대곡면 진의로 1091번길,4,1,"2,408",,3,3,2,1,6,,,15,15,0,0,0,15,15,0,1,15,31,1,1,,15,2,2,2,2,2,2,2,2,2,,1,4,1,6,2,,2,,2,,2,1,1,1,2,,,2,,2,1,1,1,1,2,2,2,2,2,1,2,,
전통시장,등록,경남,진주시,동부종합상가,경상남도 진주시 상대동193-1,경상남도 진주시 대신로299번길 7,4,1,"4,146",,1,1,1,,,,,78,66,51,12,0,0,15,51,32,0,98,1,1,,66,2,2,2,2,2,2,2,2,2,,1,2,1,1,1,6,1,1,2,,2,,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,,
전통시장,등록,경남,진주시,문산시장,경상남도 진주시 문산읍 소문리 112-6,경상남도 진주시 문산읍 소문길 68,4,2,990,300,3,3,2,4,9,,,30,30,29,0,0,8,1,29,2,8,40,1,1,,30,1,2,1,2,2,1,2,2,1,1,1,2,1,5,2,,2,,2,,2,1,1,1,2,,,2,,1,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,경남,진주시,서부시장,경상남도 진주시 봉곡동 31번지,경상남도 진주시 촉석로 127,3,1,"4,646",,1,1,3,,,2,7,293,120,90,173,0,1,30,90,47,1,168,1,1,1,118,2,2,2,2,2,2,2,1,2,,1,1,1,13,1,1,1,1,1,1,2,,1,1,1,2,2,2,2,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,경남,진주시,이현종합상가,경상남도 진주시 이현동 21-3,경상남도 진주시 신안로 165 ,3,1,"4,067",,1,1,1,,,,,373,205,176,131,37,0,29,176,351,0,556,1,5,6,12,1,2,2,2,2,2,2,1,1,1,1,10,1,20,1,25,1,10,1,1,1,,1,4,2,2,2,1,1,1,1,1,1,,2,2,2,2,1,2,2,,
전통시장,등록,경남,진주시,일반성상가(일반성시장),경상남도 진주시 일반성면 창촌리 92번지,경상남도 진주시 동부로1993번길 27,3,1,"3,731",,3,3,2,3,8,,,100,100,0,0,0,79,100,0,9,79,188,1,5,2,100,1,2,2,2,2,2,2,2,1,1,2,,1,6,2,,2,,2,,2,1,1,1,2,,,1,,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,경남,진주시,자유시장,경상남도 진주시 상대동 276-9,경상남도 진주시 도동천로95,3,1,"3,625",,1,1,1,,,,,364,364,264,0,0,90,100,264,149,90,603,1,1,3,301,1,2,1,2,2,2,2,1,1,1,1,6,1,20,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,,
전통시장,등록,경남,진주시,진주동성상가,경상남도 진주시 강남동 219,경상남도 진주시 진주대로 901,3,1,"7,488",,1,1,1,,,,,167,147,89,20,0,2,58,89,100,2,249,1,4,9,145,1,2,1,2,2,1,2,1,1,1,1,10,1,10,1,10,1,10,1,10,1,,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,,
전통시장,인정,경남,진주시,진주장대시장,경상남도 진주시 장대동 58-8,경상남도 진주시 진양호로 569번길 12,3,1,"29,238",,1,4,1,,,,,329,321,225,8,0,20,96,225,3,20,344,1,1,1,316,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,,1,,1,1,2,,,1,,1,1,1,1,1,2,2,2,2,2,1,2,,
전통시장,등록,경남,진주시,진주중앙시장,경상남도 진주시 대안동 6-11,경상남도 진주시 촉석로 202번길4-2,2,2,"16,774",5083,1,1,1,,,,,853,833,536,20,0,233,297,536,1215,233,2281,1,1,16,833,1,1,1,1,1,1,1,2,1,1,1,28,1,150,1,1,1,1000,1,1,1,,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,
전통시장,등록,경남,진주시,천전시장,경상남도 진주시 칠암동 306-1,경상남도 진주시 진주대로 952-1,4,2,"1,848",560,1,1,1,,,,,57,54,32,3,0,0,22,32,4,0,58,1,5,2,54,2,2,2,2,2,2,2,2,2,,1,4,1,20,1,80,1,80,1,30,1,,1,1,1,1,1,1,2,2,1,1,1,,2,2,2,2,2,1,2,,
전통시장,등록,경남,진주시,평거한보하이타운,경상남도 진주시 순환로 평거동 301-1,경상남도 진주시 순환로 553번길 7,4,1,"3,449",,1,1,1,,,,,87,80,65,7,0,0,15,65,5,0,85,1,1,2,52,1,2,2,2,2,2,2,2,1,1,1,10,1,10,1,1,1,1,1,1,1,,1,6,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,,
전통시장,등록,경남,창녕군,남지시장,경상남도 창녕군 남지읍 남지리 531,경상남도 창녕군 남지읍 본동길4,4,1,"6,702",,4,4,2,2,7,,,64,64,11,0,0,40,53,11,60,40,164,1,1,,43,1,2,2,2,2,1,2,2,1,1,1,10,1,7,1,2,1,1,2,,1,,1,1,1,,,2,,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,경남,창녕군,영산시장,경상남도 창녕군 영산면 성내리 516-4,경상남도 창녕군 영산면 신영산로56,4,1,"5,284",,4,4,2,5,10,,,33,33,33,0,0,49,0,33,43,49,125,1,1,,33,1,2,2,2,2,2,2,2,1,1,1,4,1,38,2,,2,,2,,1,,1,4,1,,,1,,1,1,1,1,,2,1,2,2,2,1,2,,
전통시장,등록,경남,창녕군,이방정기시장,경상남도 창녕군 이방면 거남리 43-5,경상남도 창녕군 이방면 이방대학로35-1,4,1,"4,734",,4,4,3,,,4,9,35,34,34,1,0,7,0,34,8,7,49,1,1,,34,2,2,2,2,2,2,2,2,1,1,1,3,1,4,2,,2,,2,,2,,1,1,1,,,2,,1,1,1,1,,2,2,2,2,2,2,2,,
전통시장,등록,경남,창녕군,창녕상설시장,경상남도 창녕군 창녕읍 164-38,경상남도 창녕군 창녕읍 시장길 66,4,1,"2,400",,4,1,1,,,,,52,52,7,0,0,28,45,7,35,28,115,1,1,,33,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,70,2,,1,,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,,
